Title,Year,IMDB Rating,IMDB Votes,Genre,Box Office,IMDB ID
The Wackness,2008,6.9,"31,299","Comedy, Drama, Romance","$2,077,116",tt1082886
The Wrestler,2008,7.9,"320,860","Drama, Sport","$26,238,243",tt1125849
Bride Flight,2008,7.0,"2,766","Drama, Romance","$501,360",tt1094241
College,2008,4.6,"12,705",Comedy,"$4,694,636",tt0844671
Stargate: The Ark of Truth,2008,7.4,"21,542","Action, Adventure, Drama, Fantasy, Sci-Fi",N/A,tt0942903
Smart People,2008,6.1,"23,508","Comedy, Drama, Romance","$9,511,289",tt0858479
Il Divo,2008,7.2,"19,084","Biography, Drama","$240,159",tt1023490
The Wave,2008,7.6,"115,759","Drama, Thriller",N/A,tt1063669
Mutant Chronicles,2008,5.2,"27,231","Action, Adventure, Mystery","$6,820",tt0490181
Jodhaa Akbar,2008,7.5,"34,442","Action, Drama, History","$3,440,718",tt0449994
Ong Bak 2,2008,6.2,"32,008",Action,"$102,458",tt0785035
Star Wars: The Clone Wars,2008,5.9,"73,729","Animation, Action, Adventure","$35,161,554",tt1185834
Nick and Norah's Infinite Playlist,2008,6.6,"95,512","Comedy, Drama, Music","$31,487,293",tt0981227
The Strangers,2008,6.1,"146,743","Horror, Mystery, Thriller","$52,597,610",tt0482606
Ghajini,2008,7.3,"67,259","Action, Drama, Mystery","$2,430,627",tt1166100
The Lazarus Project,2008,6.0,"19,366","Drama, Mystery, Thriller",N/A,tt0464041
Dostana,2008,6.4,"16,247","Comedy, Drama, Romance","$1,243,910",tt1185420
Kung Fu Dunk,2008,4.8,"3,737","Action, Comedy, Sport",N/A,tt0848538
Saw V,2008,5.8,"138,726","Horror, Thriller","$56,746,769",tt1132626
It's Alive,2009,3.5,"2,970","Horror, Sci-Fi",N/A,tt1172060
The Secret Life of Bees,2008,7.2,"28,110",Drama,"$37,770,162",tt0416212
Welcome to the Sticks,2008,7.1,"45,164","Comedy, Romance",N/A,tt1064932
Assassination of a High School President,2008,6.2,"16,384","Comedy, Crime, Mystery",N/A,tt1018818
Nothing But the Truth,2008,7.1,"39,972","Crime, Drama, Mystery",N/A,tt1073241
Ip Man,2008,8.0,"234,607","Action, Biography, Drama",N/A,tt1220719
Two Lovers,2008,7.0,"43,738","Drama, Romance","$3,149,034",tt1103275
The Secret of Moonacre,2008,6.0,"10,949","Adventure, Family, Fantasy",N/A,tt0396707
Quarantine,2008,6.0,"77,855","Horror, Sci-Fi, Thriller","$31,691,811",tt1082868
Harold & Kumar Escape from Guantanamo Bay,2008,6.5,"142,315","Adventure, Comedy","$38,108,728",tt0481536
The Eye,2008,5.4,"56,444","Horror, Mystery","$31,418,697",tt0406759
The Boy in the Striped Pajamas,2008,7.7,"248,505","Drama, War","$9,046,156",tt0914798
Elegy,2008,6.7,"23,265","Drama, Romance","$3,581,642",tt0974554
Singh Is King,2008,5.7,"16,133","Action, Comedy, Crime","$2,159,376",tt1146325
"New York, I Love You",2008,6.2,"48,145","Comedy, Drama, Romance","$1,588,015",tt0808399
The Yellow Handkerchief,2008,6.7,"8,884","Adventure, Drama, Romance","$318,623",tt0954990
The Other Man,2008,5.4,"12,409","Drama, Mystery, Thriller","$149,528",tt0974613
The Legend of Drona,2008,2.0,"2,710","Action, Adventure, Fantasy","$475,104",tt1060249
The Midnight Meat Train,2008,6.0,"71,535","Horror, Mystery, Thriller","$83,361",tt0805570
Transsiberian,2008,6.6,"54,938","Crime, Drama, Mystery","$2,206,405",tt0800241
The Rocker,2008,6.2,"40,281","Comedy, Music","$6,409,528",tt1031969
Hipsters,2008,7.1,"5,243","Drama, Musical, Romance",N/A,tt1239426
In Bruges,2008,7.9,"464,850","Comedy, Crime, Drama","$7,800,824",tt0780536
The Hurt Locker,2008,7.5,"475,909","Drama, Thriller, War","$17,017,811",tt0887912
Vicky Cristina Barcelona,2008,7.1,"270,089","Comedy, Drama, Romance","$23,216,709",tt0497465
Slumdog Millionaire,2008,8.0,"880,764","Crime, Drama, Romance","$141,319,928",tt1010048
The Women,2008,5.0,"23,208","Comedy, Drama","$26,902,075",tt0430770
The Red Baron,2008,6.3,"13,199","Action, Adventure, Biography","$37,189",tt0365675
The Informers,2008,4.9,"17,497","Crime, Drama, Thriller","$300,000",tt0865554
RocknRolla,2008,7.2,"265,941","Action, Crime, Thriller","$5,700,626",tt1032755
Sex Drive,2008,6.5,"92,019","Comedy, Romance","$8,402,485",tt1135985
Paris,2008,6.8,"12,849","Comedy, Drama, Romance","$1,010,194",tt0869994
Love Story 2050,2008,2.6,"2,625","Action, Adventure, Drama",N/A,tt0490170
The Brothers Bloom,2008,6.7,"52,681","Action, Adventure, Comedy","$3,531,756",tt0844286
An American Carol,2008,4.0,"10,121","Comedy, Fantasy","$7,013,191",tt1190617
Brideshead Revisited,2008,6.6,"13,719","Drama, Romance","$6,432,256",tt0412536
Appaloosa,2008,6.7,"65,003","Action, Crime, Drama","$20,211,394",tt0800308
Wild Child,2008,6.1,"64,450",Comedy,N/A,tt1024255
Lakeview Terrace,2008,6.2,"55,706","Crime, Drama, Thriller","$39,263,506",tt0947802
20th Century Boys 1: Beginning of the End,2008,6.6,"2,773","Adventure, Fantasy, Mystery",N/A,tt1155705
My Best Friend's Girl,2008,5.8,"46,526","Comedy, Romance","$19,219,250",tt1046163
Never Back Down,2008,6.5,"106,842","Action, Drama, Sport","$24,850,922",tt1023111
Doubt,2008,7.5,"136,458","Drama, Mystery","$33,446,470",tt0918927
Milk,2008,7.5,"180,239","Biography, Drama, History","$31,841,299",tt1013753
The Bank Job,2008,7.2,"189,936","Crime, Drama, Thriller","$30,060,660",tt0200465
Street Kings,2008,6.8,"121,409","Action, Crime, Thriller","$26,418,667",tt0421073
Beverly Hills Chihuahua,2008,3.9,"26,009","Adventure, Comedy, Drama","$94,514,402",tt1014775
Punisher: War Zone,2008,5.9,"67,482","Action, Crime, Drama","$8,050,977",tt0450314
Swing Vote,2008,6.1,"19,456","Comedy, Drama","$16,289,867",tt1027862
Traitor,2008,6.9,"59,253","Action, Crime, Drama","$23,530,831",tt0988047
Step Up 2: The Streets,2008,6.2,"91,307","Drama, Music, Romance","$58,017,783",tt1023481
Zack and Miri Make a Porno,2008,6.5,"182,719","Comedy, Romance","$31,457,946",tt1007028
Passengers,2008,5.8,"39,408","Mystery, Romance, Thriller","$292,437",tt0449487
What Just Happened,2008,5.6,"28,602","Comedy, Drama","$1,090,947",tt0486674
Stop-Loss,2008,6.4,"20,923","Drama, War","$10,915,744",tt0489281
Disaster Movie,2008,1.9,"94,741","Comedy, Sci-Fi","$14,190,901",tt1213644
Deception,2008,6.0,"40,941","Crime, Drama, Mystery","$4,598,506",tt0800240
Blindness,2008,6.5,"75,410","Drama, Mystery, Thriller","$3,351,751",tt0861689
Igor,2008,5.9,"24,386","Animation, Comedy, Family","$19,528,602",tt0465502
The House Bunny,2008,5.5,"90,876",Comedy,"$48,237,389",tt0852713
Cloverfield,2008,7.0,"423,196","Action, Horror, Sci-Fi","$80,048,433",tt1060277
Taken,2008,7.7,"638,584","Action, Crime, Thriller","$145,000,989",tt0936501
W.,2008,6.3,"50,200","Biography, Comedy, Drama","$25,534,493",tt1175491
How to Lose Friends & Alienate People,2008,6.4,"70,985","Biography, Comedy, Drama","$2,778,752",tt0455538
The Sisterhood of the Traveling Pants 2,2008,6.2,"30,849","Comedy, Drama, Romance","$44,089,964",tt1018785
Pineapple Express,2008,6.9,"358,920","Action, Comedy, Crime","$87,341,380",tt0910936
Role Models,2008,6.8,"241,977",Comedy,"$67,294,270",tt0430922
Doomsday,2008,5.9,"80,092","Action, Sci-Fi, Thriller","$11,008,770",tt0483607
Pride and Glory,2008,6.6,"63,510","Crime, Drama, Thriller","$15,740,721",tt0482572
Baby Mama,2008,6.0,"47,626","Comedy, Romance","$60,494,212",tt0871426
The X Files: I Want to Believe,2008,5.9,"94,275","Crime, Drama, Horror","$20,982,478",tt0443701
Meet the Spartans,2008,2.8,"111,866","Comedy, Fantasy","$38,233,676",tt1073498
Forgetting Sarah Marshall,2008,7.1,"304,097","Comedy, Drama, Romance","$63,172,463",tt0800039
Transporter 3,2008,6.1,"177,915","Action, Adventure, Thriller","$31,715,062",tt1129442
27 Dresses,2008,6.1,"176,239","Comedy, Romance","$76,808,654",tt0988595
Defiance,2008,7.1,"156,117","Action, Drama, History","$28,644,813",tt1034303
The Reader,2008,7.6,"261,135","Drama, Mystery, Romance","$34,194,407",tt0976051
Gran Torino,2008,8.1,"819,741",Drama,"$148,095,302",tt1205489
Superhero Movie,2008,4.7,"76,155","Action, Comedy, Sci-Fi","$25,881,068",tt0426592
Untraceable,2008,6.2,"53,082","Crime, Mystery, Thriller","$28,687,835",tt0880578
"Welcome Home, Roscoe Jenkins",2008,5.5,"15,847","Comedy, Romance","$42,436,517",tt0494652
21,2008,6.8,"267,986","Crime, Drama, Thriller","$81,159,365",tt0478087
Mirrors,2008,6.1,"114,289","Horror, Mystery","$30,691,439",tt0790686
Revolutionary Road,2008,7.3,"225,869","Drama, Romance","$22,911,480",tt0959337
Max Payne,2008,5.3,"130,444","Action, Crime, Drama","$40,689,393",tt0467197
What Happens in Vegas,2008,6.1,"188,975","Comedy, Romance","$80,277,646",tt1033643
Dark Planet,2008,5.1,"5,824","Action, Adventure, Sci-Fi",N/A,tt0972558
Space Chimps,2008,4.5,"12,590","Animation, Adventure, Comedy","$30,105,968",tt0482603
Nim's Island,2008,6.0,"37,053","Adventure, Family, Fantasy","$48,006,762",tt0410377
Burn After Reading,2008,7.0,"355,026","Comedy, Crime, Drama","$60,355,347",tt0887883
Twilight,2008,5.3,"490,314","Drama, Fantasy, Romance","$193,962,473",tt1099212
The Children of Huang Shi,2008,7.0,"9,949","Drama, War","$1,031,872",tt0889588
The Express,2008,7.2,"22,911","Biography, Drama, Sport","$9,793,406",tt0469903
Made of Honor,2008,5.8,"76,303","Comedy, Romance","$46,012,734",tt0866439
Vantage Point,2008,6.6,"154,331","Action, Crime, Drama","$72,266,306",tt0443274
Ponyo,2008,7.6,"165,211","Animation, Adventure, Comedy","$15,743,471",tt0876563
Miracle at St. Anna,2008,6.1,"19,235","Action, Drama, War","$7,919,117",tt1046997
Bangkok Dangerous,2008,5.3,"58,458","Action, Crime, Thriller","$15,298,133",tt0814022
Death Race,2008,6.4,"220,048","Action, Sci-Fi, Thriller","$36,316,032",tt0452608
Journey to the Center of the Earth,2008,5.8,"132,673","Action, Adventure, Family","$101,704,370",tt0373051
Outlander,2008,6.2,"78,911","Action, Adventure, Sci-Fi","$166,003",tt0462465
Rambo,2008,7.0,"245,595","Action, Adventure, Thriller","$42,754,105",tt0462499
Mamma Mia!,2008,6.5,"278,119","Comedy, Musical, Romance","$144,330,569",tt0795421
City of Ember,2008,6.4,"70,042","Adventure, Drama, Family","$7,873,007",tt0970411
Changeling,2008,7.7,"265,970","Biography, Crime, Drama","$35,739,802",tt0824747
The Forbidden Kingdom,2008,6.5,"109,792","Action, Adventure, Fantasy","$52,075,270",tt0865556
Seven Pounds,2008,7.6,"316,037","Drama, Mystery, Thriller","$69,951,824",tt0814314
Leatherheads,2008,6.0,"33,521","Comedy, Drama, Romance","$31,373,938",tt0379865
The Spirit,2008,4.7,"63,008","Action, Crime, Fantasy","$19,806,188",tt0831887
Meet Dave,2008,5.1,"43,946","Adventure, Comedy, Family","$11,803,254",tt0765476
The Tale of Despereaux,2008,6.1,"40,097","Animation, Adventure, Comedy","$50,877,145",tt0420238
Inkheart,2008,6.1,"82,614","Adventure, Family, Fantasy","$17,303,424",tt0494238
Righteous Kill,2008,6.0,"92,457","Crime, Mystery, Thriller","$40,081,410",tt1034331
The Happening,2008,5.0,"217,224","Adventure, Drama, Sci-Fi","$64,506,874",tt0949731
Marley & Me,2008,7.0,"168,734","Drama, Family","$143,153,751",tt0822832
The Love Guru,2008,3.8,"55,134","Comedy, Romance, Sport","$32,235,793",tt0811138
Step Brothers,2008,6.9,"320,780",Comedy,"$100,468,793",tt0838283
Sex and the City,2008,5.7,"127,751","Comedy, Drama, Romance","$152,647,258",tt1000774
Babylon A.D.,2008,5.5,"98,615","Action, Adventure, Sci-Fi","$22,532,572",tt0364970
Fool's Gold,2008,5.7,"84,975","Action, Adventure, Comedy","$70,231,041",tt0770752
Body of Lies,2008,7.0,"240,665","Action, Drama, Thriller","$39,394,666",tt0758774
Yes Man,2008,6.8,"384,720","Comedy, Romance","$97,690,976",tt1068680
Valkyrie,2008,7.1,"260,422","Drama, History, Thriller","$83,077,833",tt0985699
Wanted,2008,6.7,"411,002","Action, Crime, Thriller","$134,508,551",tt0493464
Four Christmases,2008,5.7,"80,975","Comedy, Drama, Romance","$120,146,040",tt0369436
Eagle Eye,2008,6.6,"195,787","Action, Mystery, Thriller","$101,440,743",tt1059786
Bedtime Stories,2008,6.0,"101,693","Adventure, Comedy, Family","$110,101,975",tt0960731
Get Smart,2008,6.5,"229,764","Action, Adventure, Comedy","$130,319,208",tt0425061
The Day the Earth Stood Still,2008,5.5,"179,459","Adventure, Drama, Sci-Fi","$79,366,978",tt0970416
Red Cliff,2008,7.3,"48,624","Action, Adventure, Drama","$627,047",tt0425637
Hellboy II: The Golden Army,2008,7.0,"287,214","Action, Adventure, Fantasy","$75,986,503",tt0411477
Jumper,2008,6.1,"325,200","Action, Adventure, Sci-Fi","$80,172,128",tt0489099
Horton Hears a Who!,2008,6.8,"151,189","Animation, Adventure, Comedy","$154,529,439",tt0451079
The Spiderwick Chronicles,2008,6.5,"103,321","Action, Adventure, Drama","$71,195,053",tt0416236
You Don't Mess with the Zohan,2008,5.6,"215,146","Action, Comedy","$100,018,837",tt0960144
Tropic Thunder,2008,7.1,"451,366","Action, Comedy, War","$110,515,313",tt0942385
Asterix at the Olympic Games,2008,5.2,"32,695","Adventure, Comedy, Family",N/A,tt0463872
"10,000 BC",2008,5.1,"135,852","Action, Adventure, Drama","$94,784,201",tt0443649
Speed Racer,2008,6.1,"78,811","Action, Adventure, Comedy","$43,945,766",tt0811080
Australia,2008,6.6,"130,089","Adventure, Drama, Romance","$49,554,002",tt0455824
Kung Fu Panda,2008,7.6,"528,738","Animation, Action, Adventure","$215,771,591",tt0441773
Iron Man,2008,7.9,"1,133,129","Action, Adventure, Sci-Fi","$319,034,126",tt0371746
The Mummy: Tomb of the Dragon Emperor,2008,5.2,"171,219","Action, Adventure, Fantasy","$102,491,776",tt0859163
The Incredible Hulk,2008,6.6,"527,082","Action, Adventure, Sci-Fi","$134,806,913",tt0800080
Bolt,2008,6.8,"230,470","Animation, Adventure, Comedy","$114,053,579",tt0397892
The Curious Case of Benjamin Button,2008,7.8,"698,911","Drama, Fantasy, Romance","$127,509,326",tt0421715
Madagascar: Escape 2 Africa,2008,6.6,"250,041","Animation, Adventure, Comedy","$180,010,950",tt0479952
Hancock,2008,6.4,"514,456","Action, Comedy, Drama","$227,946,274",tt0448157
WALL·E,2008,8.4,"1,210,308","Animation, Adventure, Family","$223,808,164",tt0910970
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"493,770","Action, Adventure","$317,101,119",tt0367882
The Dark Knight,2008,9.0,"2,896,249","Action, Crime, Drama","$534,987,076",tt0468569
Quantum of Solace,2008,6.5,"473,391","Action, Adventure, Mystery","$168,368,427",tt0830515
The Chronicles of Narnia: Prince Caspian,2008,6.5,"226,927","Action, Adventure, Family","$141,621,490",tt0499448
Big Fan,2009,6.6,"9,893","Comedy, Crime, Drama","$234,540",tt1228953
Mary and Max,2009,8.1,"187,527","Animation, Comedy, Drama",N/A,tt0978762
Videocracy,2009,6.4,"1,904",Documentary,"$23,720",tt1500516
The Disappearance of Alice Creed,2009,6.7,"27,669","Crime, Thriller","$166,980",tt1379177
Dead Snow,2009,6.3,"70,230","Comedy, Fantasy, Horror","$46,742",tt1278340
Paper Heart,2009,6.0,"8,608","Comedy, Drama, Romance","$1,274,062",tt1331064
"Police, Adjective",2009,7.0,"5,305","Crime, Drama","$53,206",tt1337051
Pontypool,2008,6.5,"35,708","Horror, Sci-Fi","$3,865",tt1226681
Beautiful,2009,5.3,"1,770","Drama, Thriller",N/A,tt1170391
The Girlfriend Experience,2009,5.5,"17,249",Drama,"$695,840",tt1103982
Nefes: Vatan Sagolsun,2009,8.0,"35,248","Action, Drama, Thriller",N/A,tt1171701
The Secret in Their Eyes,2009,8.2,"223,548","Drama, Mystery, Romance","$6,391,436",tt1305806
Like Dandelion Dust,2009,7.0,"3,108",Drama,"$352,810",tt0981042
Antikiller D.K.,2009,5.8,550,Action,N/A,tt1532261
Black Dynamite,2009,7.4,"52,097","Action, Comedy","$242,578",tt1190536
Arundhati,2009,7.4,"3,473","Horror, Mystery, Thriller",N/A,tt1361809
Fish Tank,2009,7.3,"65,399",Drama,"$374,675",tt1232776
99,2009,7.3,"3,114","Comedy, Crime, Drama",N/A,tt1370429
Wake Up Sid,2009,7.6,"34,244","Comedy, Drama, Romance","$718,766",tt1324059
Ayan,2009,7.6,"11,528","Action, Crime, Drama",N/A,tt1355546
The Collector,2009,6.3,"72,707","Horror, Thriller","$7,712,114",tt0844479
Defendor,2009,6.7,"37,581","Comedy, Crime, Drama","$44,462",tt1303828
Hooked,2009,5.7,"1,850","Action, Drama, Sci-Fi",N/A,tt1532382
No Love in the City,2009,5.8,"1,856","Comedy, Fantasy, Romance",N/A,tt1366687
Saint John of Las Vegas,2009,5.6,"2,964","Comedy, Drama","$102,645",tt1276105
The Double Hour,2009,6.6,"4,225","Crime, Drama, Mystery","$1,514,942",tt1379222
S. Darko,2009,3.6,"14,519","Drama, Mystery, Sci-Fi",N/A,tt1231277
The Girl Who Kicked the Hornet's Nest,2009,7.3,"74,835","Crime, Drama, Mystery","$5,190,196",tt1343097
Life During Wartime,2009,6.4,"7,798","Comedy, Drama","$281,447",tt0808526
Moon,2009,7.8,"378,571","Drama, Mystery, Sci-Fi","$5,010,163",tt1182345
Mother,2009,7.7,"72,269","Crime, Drama, Mystery","$551,509",tt1216496
High Security Vacation,2009,6.3,"3,502","Adventure, Comedy",N/A,tt1438463
Soul Kitchen,2009,7.2,"40,549","Comedy, Drama","$276,901",tt1244668
The Grudge 3,2009,4.6,"19,759","Horror, Mystery, Thriller",N/A,tt1053859
[Rec]²,2009,6.5,"78,889","Horror, Thriller","$27,766",tt1245112
Valhalla Rising,2009,6.0,"63,848","Action, Adventure, Drama","$30,638",tt0862467
Cell 211,2009,7.6,"70,983","Action, Crime, Drama",N/A,tt1242422
Billu,2009,6.4,"13,422","Comedy, Drama","$754,928",tt1230448
City Island,2009,7.3,"32,610","Comedy, Drama","$6,671,036",tt1174730
The Time That Remains,2009,7.0,"2,699","Drama, History","$32,869",tt1037163
The Messenger,2009,7.1,"36,863","Drama, Romance, War","$1,109,660",tt0790712
I Hope They Serve Beer in Hell,2009,5.2,"8,704",Comedy,"$1,429,299",tt1220628
Interceptor,2009,3.6,836,"Action, Sci-Fi, Thriller",N/A,tt1245736
A Serious Man,2009,7.0,"150,905","Comedy, Drama","$9,228,768",tt1019452
Crazy Heart,2009,7.2,"95,137","Drama, Music, Romance","$39,464,306",tt1263670
Harry Brown,2009,7.2,"91,611","Action, Crime, Drama","$1,818,681",tt1289406
An Education,2009,7.3,"138,352",Drama,"$12,574,914",tt1174732
500 Days of Summer,2009,7.7,"561,963","Comedy, Drama, Romance","$32,391,374",tt1022603
The Boondock Saints II: All Saints Day,2009,6.2,"67,059","Action, Crime, Thriller","$10,273,188",tt1300851
Extract,2009,6.1,"50,571","Comedy, Crime, Romance","$10,823,158",tt1225822
New in Town,2009,5.7,"25,018","Comedy, Romance","$16,734,283",tt1095174
Bright Star,2009,6.9,"28,843","Biography, Drama, Romance","$4,444,637",tt0810784
Leaves of Grass,2009,6.4,"28,020","Comedy, Crime, Drama","$70,066",tt1151359
Goemon,2009,6.6,"5,567","Action, Drama, History",N/A,tt1054122
Kaminey,2009,7.4,"18,178","Action, Crime, Drama","$1,291,827",tt1274295
3 Idiots,2009,8.4,"438,761","Comedy, Drama","$6,532,874",tt1187043
Adventureland,2009,6.8,"169,820","Comedy, Drama, Romance","$16,044,025",tt1091722
World's Greatest Dad,2009,6.9,"40,938","Comedy, Drama","$221,805",tt1262981
The Joneses,2009,6.4,"41,873","Comedy, Drama","$1,475,746",tt1285309
The Fourth Kind,2009,5.9,"82,229","Horror, Mystery, Sci-Fi","$25,486,040",tt1220198
Precious,2009,7.3,"116,776",Drama,"$47,566,524",tt0929632
CC2C,2009,4.2,"9,256","Action, Adventure, Comedy","$921,738",tt1091229
Antichrist,2009,6.5,"137,485","Drama, Horror, Thriller","$404,122",tt0870984
Saw VI,2009,6.0,"125,965","Horror, Mystery, Thriller","$27,693,292",tt1233227
Ondine,2009,6.8,"22,705","Drama, Mystery, Romance","$550,472",tt1235796
City of Life and Death,2009,7.7,"11,779","Drama, History, War","$122,558",tt1124052
Mulan: Rise of a Warrior,2009,6.6,"6,898","Adventure, Drama, Romance",N/A,tt1308138
Sorority Row,2009,5.1,"32,529","Horror, Mystery","$11,965,282",tt1232783
Enter the Void,2009,7.2,"88,554","Drama, Fantasy","$336,467",tt1191111
I Love You Phillip Morris,2009,6.6,"100,088","Biography, Comedy, Crime","$2,037,459",tt1045772
The Girl with the Dragon Tattoo,2009,7.8,"223,850","Crime, Drama, Mystery","$10,095,170",tt1132620
Universal Soldier: Regeneration,2009,5.3,"26,597","Action, Adventure, Sci-Fi",N/A,tt1288403
A Perfect Getaway,2009,6.5,"76,668","Drama, Mystery, Thriller","$15,515,460",tt0971209
Tetro,2009,6.8,"13,771",Drama,"$518,522",tt0964185
Solitary Man,2009,6.3,"17,165","Comedy, Drama, Romance","$4,360,548",tt1294213
Post Grad,2009,5.3,"15,142","Comedy, Family, Romance","$6,380,019",tt1142433
Chloe,2009,6.3,"78,251","Drama, Mystery, Thriller","$3,075,255",tt1352824
District 13: Ultimatum,2009,6.5,"46,351","Action, Crime, Thriller","$36,136",tt1247640
Whip It,2009,6.9,"70,439","Drama, Sport","$13,043,363",tt1172233
Black Lightning,2009,5.7,"5,464","Action, Sci-Fi, Thriller",N/A,tt1569364
The Last House on the Left,2009,6.5,"101,087","Horror, Thriller","$32,752,215",tt0844708
Whatever Works,2009,7.1,"77,029","Comedy, Romance","$5,306,706",tt1178663
Halloween II,2009,4.8,"60,041",Horror,"$33,392,973",tt1311067
All About Steve,2009,4.8,"44,549","Comedy, Family, Romance","$33,862,903",tt0881891
My Bloody Valentine,2009,5.4,"60,721","Horror, Mystery, Thriller","$51,545,952",tt1179891
Tidal Wave,2009,5.5,"5,204","Action, Drama, Sci-Fi",N/A,tt1153040
Jennifer's Body,2009,5.5,"152,968","Comedy, Horror","$16,204,793",tt1131734
Hachi: A Dog's Tale,2009,8.1,"314,219","Biography, Drama, Family",N/A,tt1028532
The Unborn,2009,4.7,"53,458","Horror, Mystery, Thriller","$42,670,410",tt1139668
Away We Go,2009,7.0,"55,179","Comedy, Drama, Romance","$9,451,946",tt1176740
My Life in Ruins,2009,5.9,"20,926","Comedy, Romance","$8,665,206",tt0865559
Brooklyn's Finest,2009,6.7,"66,596","Action, Crime, Drama","$27,163,593",tt1210042
"I Love You, Beth Cooper",2009,5.3,"37,654","Adventure, Comedy, Family","$14,800,725",tt1032815
Love Happens,2009,5.7,"34,061","Drama, Romance","$22,965,110",tt0899106
The Invention of Lying,2009,6.4,"149,675","Comedy, Fantasy, Romance","$18,451,251",tt1058017
Friday the 13th,2009,5.5,"117,517","Horror, Mystery, Thriller","$65,002,019",tt0758746
Horsemen,2009,5.5,"24,285","Crime, Mystery, Thriller",N/A,tt0892767
Bandslam,2009,6.3,"15,168","Comedy, Drama, Family","$5,210,988",tt0976222
12 Rounds,2009,5.6,"30,613","Action, Crime, Thriller","$12,234,694",tt1160368
Capitalism: A Love Story,2009,7.4,"43,926","Documentary, Crime, History","$14,363,397",tt1232207
Fired Up!,2009,6.1,"46,215","Comedy, Sport","$17,231,291",tt1083456
Armored,2009,5.7,"32,001","Action, Crime, Mystery","$15,988,876",tt0913354
Crank: High Voltage,2009,6.1,"159,956","Action, Crime, Thriller","$13,684,249",tt1121931
Orphan,2009,7.0,"255,086","Horror, Mystery, Thriller","$41,596,251",tt1148204
Daybreakers,2009,6.4,"135,436","Action, Horror, Sci-Fi","$30,101,577",tt0433362
Obsessed,2009,5.0,"34,473","Drama, Romance, Thriller","$68,261,644",tt1198138
17 Again,2009,6.4,"217,997","Comedy, Drama, Fantasy","$64,167,069",tt0974661
The Informant!,2009,6.5,"67,636","Biography, Comedy, Crime","$33,316,821",tt1130080
Bodyguards and Assassins,2009,6.8,"8,570","Action, Drama, History",N/A,tt1403130
Chéri,2009,6.1,"11,713","Comedy, Drama, Romance","$2,715,657",tt1179258
Zombieland,2009,7.5,"626,530","Action, Comedy, Horror","$75,590,286",tt1156398
The Men Who Stare at Goats,2009,6.2,"138,183","Comedy, War","$32,428,195",tt1234548
Crossing Over,2009,6.7,"24,604","Crime, Drama","$455,654",tt0924129
Me and Orson Welles,2008,6.7,"11,869","Comedy, Drama","$1,190,003",tt1175506
Beyond a Reasonable Doubt,2009,5.8,"13,735","Crime, Drama, Mystery","$32,917",tt1183251
Bad Lieutenant: Port of Call New Orleans,2009,6.6,"81,186","Crime, Drama, Mystery","$1,702,112",tt1095217
Taras Bulba,2009,5.7,"3,375","Action, Drama, History",N/A,tt1242457
Mao's Last Dancer,2009,7.3,"8,318","Biography, Drama, Music","$4,817,770",tt1071812
Up in the Air,2009,7.4,"350,292","Comedy, Drama, Romance","$83,823,381",tt1193138
Brothers,2009,7.1,"149,163","Drama, Thriller, War","$28,544,157",tt0765010
Paul Blart: Mall Cop,2009,5.3,"117,799","Action, Comedy, Crime","$146,336,178",tt1114740
Case 39,2009,6.2,"93,683","Horror, Mystery, Thriller","$13,261,851",tt0795351
The Blind Side,2009,7.6,"362,918","Biography, Drama, Sport","$255,982,860",tt0878804
The Box,2009,5.6,"95,604","Drama, Mystery, Thriller","$15,051,977",tt0362478
9,2009,7.0,"148,674","Animation, Action, Adventure","$31,749,894",tt0472033
The Imaginarium of Doctor Parnassus,2009,6.8,"154,226","Adventure, Comedy, Fantasy","$7,689,607",tt1054606
Drag Me to Hell,2009,6.6,"218,769",Horror,"$42,100,625",tt1127180
My Sister's Keeper,2009,7.3,"98,694","Drama, Family","$49,200,230",tt1078588
Bride Wars,2009,5.5,"116,194","Comedy, Romance","$58,715,510",tt0901476
District 9,2009,7.9,"720,972","Action, Sci-Fi, Thriller","$115,646,235",tt1136608
The Road,2009,7.2,"255,921","Drama, Thriller","$8,117,000",tt0898367
Micmacs,2009,7.1,"31,335","Action, Comedy, Crime","$1,262,079",tt1149361
Pandorum,2009,6.7,"160,113","Action, Horror, Mystery","$10,330,853",tt1188729
The Young Victoria,2009,7.2,"66,647","Biography, Drama, History","$11,001,272",tt0962736
Hotel for Dogs,2009,5.5,"25,146","Comedy, Family","$73,034,460",tt0785006
Underworld: Rise of the Lycans,2009,6.5,"168,655","Action, Fantasy, Thriller","$45,802,315",tt0834001
Old Dogs,2009,5.3,"39,659","Comedy, Family","$49,492,060",tt0976238
Hannah Montana: The Movie,2009,4.7,"45,971","Comedy, Drama, Family","$79,576,189",tt1114677
The Hangover,2009,7.7,"854,016",Comedy,"$277,339,746",tt1119646
Push,2009,6.1,"115,911","Action, Sci-Fi, Thriller","$31,811,527",tt0465580
The Ugly Truth,2009,6.4,"231,235","Comedy, Romance","$88,915,214",tt1142988
The Time Traveler's Wife,2009,7.1,"158,561","Comedy, Drama, Fantasy","$63,414,846",tt0452694
Whiteout,2009,5.5,"41,085","Action, Crime, Mystery","$10,275,638",tt0365929
Amelia,2009,5.8,"13,673","Adventure, Biography, Drama","$14,246,488",tt1129445
